id,poi shape,poi type,coordinate
516,Polygon,pitch,"[19.0911758, 47.5583842]"
517,Polygon,pitch,"[19.0948426, 47.5613992]"
518,Polygon,track,"[19.1207814, 47.4969047]"
519,Polygon,pitch,"[19.1009679, 47.5588594]"
520,Polygon,park,"[19.0786079, 47.562289]"
521,Polygon,pitch,"[18.9522789, 47.5416178]"
522,Polygon,pitch,"[18.9522684, 47.5419029]"
523,Polygon,pitch,"[18.9529014, 47.5471253]"
524,Polygon,pitch,"[19.1068495, 47.5646616]"
525,Polygon,pitch,"[19.0962329, 47.5612805]"
526,Polygon,pitch,"[19.0874962, 47.5588788]"
527,Polygon,pitch,"[19.0874962, 47.5588788]"
528,Polygon,pitch,"[19.0103916, 47.523798]"
529,Polygon,pitch,"[19.0865794, 47.5551602]"
530,Polygon,park,"[19.0384407, 47.5143769]"
531,Polygon,park,"[19.1084582, 47.5428451]"
532,Polygon,pitch,"[19.0696161, 47.5230908]"
533,Polygon,sports_centre,"[18.9514056, 47.5642718]"
534,Polygon,dog_park,"[18.9514643, 47.5631367]"
535,Polygon,park,"[18.9569344, 47.5688422]"
536,Polygon,park,"[18.9601312, 47.5673054]"
537,Polygon,sports_centre,"[19.1775688, 47.4838878]"
538,Polygon,park,"[19.1249413, 47.5512661]"
539,Polygon,dog_park,"[19.0874235, 47.5445594]"
540,Polygon,pitch,"[19.0868907, 47.5459071]"
541,Polygon,pitch,"[19.0868907, 47.5459071]"
542,Polygon,playground,"[19.0844515, 47.5420152]"
543,Polygon,playground,"[19.0984016, 47.5585912]"
544,Polygon,pitch,"[19.0963841, 47.5562108]"
545,Polygon,pitch,"[19.0963949, 47.5563463]"
546,Polygon,park,"[19.0574655, 47.524951]"
547,Polygon,playground,"[19.0541733, 47.5233565]"
548,Polygon,park,"[19.061094, 47.5214742]"
549,Polygon,playground,"[19.0604031, 47.5216357]"
550,Polygon,pitch,"[19.0832654, 47.5437503]"
551,Polygon,playground,"[19.0835883, 47.5435147]"
552,Polygon,pitch,"[19.0885687, 47.5415523]"
553,Polygon,pitch,"[18.9384447, 47.5392003]"
554,Polygon,pitch,"[18.9389333, 47.5390593]"
555,Polygon,playground,"[19.0798602, 47.5428914]"
556,Polygon,dog_park,"[19.0814807, 47.5489587]"
557,Polygon,pitch,"[19.0820537, 47.5510465]"
558,Polygon,dog_park,"[19.0891189, 47.552621]"
559,Polygon,pitch,"[19.0887788, 47.5525386]"
560,Polygon,pitch,"[19.0819116, 47.551497]"
561,Polygon,pitch,"[19.081658, 47.5513654]"
562,Polygon,pitch,"[19.0791809, 47.5516992]"
563,Polygon,pitch,"[19.0785722, 47.5507828]"
564,Polygon,swimming_pool,"[19.0594071, 47.5547757]"
565,Polygon,pitch,"[19.0636609, 47.5391537]"
566,Polygon,swimming_pool,"[19.0610012, 47.539076]"
567,Polygon,pitch,"[19.0640796, 47.5390661]"
568,Polygon,pitch,"[19.0642871, 47.5390222]"
569,Polygon,pitch,"[19.0638698, 47.5391104]"
570,Polygon,pitch,"[19.0754832, 47.5329324]"
571,Polygon,pitch,"[19.0754364, 47.5413451]"
572,Polygon,pitch,"[19.0751918, 47.540833]"
573,Polygon,pitch,"[19.0755462, 47.5415795]"
574,Polygon,pitch,"[19.0748137, 47.5421531]"
575,Polygon,pitch,"[19.0753133, 47.541041]"
576,Polygon,playground,"[19.0770003, 47.5320539]"
577,Polygon,dog_park,"[19.0793694, 47.5324476]"
578,Polygon,pitch,"[19.0810385, 47.5395003]"
579,Polygon,pitch,"[19.0827066, 47.5371985]"
580,Polygon,pitch,"[19.0828933, 47.5375186]"
581,Polygon,garden,"[18.8746611, 47.5285672]"
582,Polygon,dog_park,"[19.0833237, 47.5563027]"
583,Polygon,pitch,"[19.0892047, 47.5302333]"
584,Polygon,pitch,"[19.0877467, 47.5285602]"
585,Polygon,pitch,"[19.0892392, 47.5294729]"
586,Polygon,pitch,"[19.0878307, 47.5287112]"
587,Polygon,pitch,"[19.088166, 47.5293584]"
588,Polygon,pitch,"[19.0886576, 47.528817]"
589,Polygon,pitch,"[19.0883579, 47.5296895]"
590,Polygon,playground,"[19.1141449, 47.5448989]"
591,Polygon,fitness_centre,"[19.0790005, 47.5609577]"
592,Polygon,pitch,"[19.1983534, 47.5179772]"
593,Polygon,pitch,"[19.2402857, 47.4708089]"
594,Polygon,pitch,"[19.1525271, 47.4760939]"
595,Polygon,playground,"[19.0802135, 47.5479717]"
596,Polygon,playground,"[19.078731, 47.5472873]"
597,Polygon,playground,"[19.0777587, 47.5431462]"
598,Polygon,playground,"[19.0847532, 47.5358394]"
599,Polygon,pitch,"[19.1121553, 47.4325331]"
600,Polygon,pitch,"[19.0826691, 47.5519072]"
601,Polygon,pitch,"[19.0830326, 47.5518833]"
602,Polygon,pitch,"[19.1027132, 47.5739325]"
603,Polygon,dog_park,"[19.0754488, 47.542061]"
604,Polygon,playground,"[19.0404415, 47.4785869]"
605,Polygon,playground,"[19.0778221, 47.55122]"
606,Polygon,playground,"[19.0778499, 47.5512663]"
607,Polygon,dog_park,"[19.064466, 47.5347059]"
608,Polygon,stadium,"[19.0579536, 47.4730093]"
609,Polygon,pitch,"[19.0598304, 47.5302836]"
610,Polygon,playground,"[19.0730628, 47.5245678]"
611,Polygon,sports_centre,"[19.0768588, 47.5286702]"
612,Polygon,stadium,"[19.0260363, 47.4884391]"
613,Polygon,stadium,"[19.0684062, 47.5228124]"
614,Polygon,swimming_pool,"[19.0691399, 47.523155]"
615,Polygon,swimming_pool,"[19.0690138, 47.5230896]"
616,Polygon,sports_centre,"[19.0676961, 47.5222639]"
617,Polygon,pitch,"[19.0770793, 47.5238487]"
618,Polygon,pitch,"[19.07899, 47.522476]"
619,Polygon,pitch,"[19.0592491, 47.529845]"
620,Polygon,pitch,"[19.0628745, 47.522208]"
621,Polygon,pitch,"[18.9951735, 47.3234228]"
622,Polygon,park,"[19.0271094, 47.4439069]"
623,Polygon,pitch,"[19.025477, 47.4492882]"
624,Polygon,playground,"[19.0259325, 47.4437905]"
625,Polygon,pitch,"[19.0259503, 47.4480826]"
626,Polygon,pitch,"[19.0267214, 47.4484837]"
627,Polygon,pitch,"[19.0271682, 47.4498937]"
628,Polygon,pitch,"[19.0263653, 47.4483235]"
629,Polygon,nature_reserve,"[19.1532299, 47.4009608]"
630,Polygon,pitch,"[19.0377276, 47.4727591]"
631,Polygon,playground,"[19.0987036, 47.5720064]"
632,Polygon,playground,"[19.091935, 47.5691511]"
633,Polygon,pitch,"[19.1112967, 47.5740011]"
634,Polygon,pitch,"[19.1138479, 47.5744747]"
635,Polygon,pitch,"[19.1110985, 47.5736262]"
636,Polygon,pitch,"[19.1096878, 47.5729724]"
637,Polygon,pitch,"[19.1116775, 47.5739378]"
638,Polygon,pitch,"[19.1077367, 47.574047]"
639,Polygon,pitch,"[19.1104856, 47.5754994]"
640,Polygon,pitch,"[19.1090275, 47.5730335]"
641,Polygon,pitch,"[19.1086241, 47.5749505]"
642,Polygon,pitch,"[19.1060091, 47.5743933]"
643,Polygon,pitch,"[19.1063512, 47.5746603]"
644,Polygon,pitch,"[19.1099084, 47.5732773]"
645,Polygon,pitch,"[19.1085983, 47.5729351]"
646,Polygon,pitch,"[19.1085616, 47.5732258]"
647,Polygon,pitch,"[19.1082139, 47.5765955]"
648,Polygon,pitch,"[19.1142295, 47.5743776]"
649,Polygon,pitch,"[19.1096025, 47.5758662]"
650,Polygon,pitch,"[19.1070146, 47.5743135]"
651,Polygon,pitch,"[19.1112937, 47.5752241]"
652,Polygon,pitch,"[19.1074398, 47.5814585]"
653,Polygon,pitch,"[19.1081882, 47.5846134]"
654,Polygon,pitch,"[19.1143405, 47.5975802]"
655,Polygon,pitch,"[19.1148299, 47.5978096]"
656,Polygon,sports_centre,"[19.010069, 47.3931704]"
657,Polygon,pitch,"[19.0976991, 47.564974]"
658,Polygon,pitch,"[19.086198, 47.5745394]"
659,Polygon,pitch,"[19.0870859, 47.5741234]"
660,Polygon,pitch,"[19.0858872, 47.5796008]"
661,Polygon,pitch,"[19.0849672, 47.5844161]"
662,Polygon,pitch,"[19.084099, 47.583258]"
663,Polygon,sports_centre,"[19.0391318, 47.4642305]"
664,Polygon,track,"[19.1809658, 47.4585212]"
665,Polygon,playground,"[19.1647698, 47.4693013]"
666,Polygon,pitch,"[19.0585368, 47.5266527]"
667,Polygon,pitch,"[19.0506331, 47.518072]"
668,Polygon,pitch,"[19.0456608, 47.5366382]"
669,Polygon,playground,"[19.0455356, 47.5363261]"
670,Polygon,park,"[19.0374716, 47.4293055]"
671,Polygon,sports_centre,"[19.3480555, 47.3850303]"
672,Polygon,playground,"[19.0335065, 47.4552035]"
673,Polygon,park,"[19.0603734, 47.5254085]"
674,Polygon,pitch,"[19.0958482, 47.567909]"
675,Polygon,pitch,"[19.0962186, 47.5680887]"
676,Polygon,garden,"[18.9875797, 47.3910064]"
677,Polygon,park,"[19.0542046, 47.522021]"
678,Polygon,park,"[19.0547724, 47.523885]"
679,Polygon,playground,"[19.0535609, 47.5198694]"
680,Polygon,park,"[19.0537897, 47.5212169]"
681,Polygon,sports_centre,"[18.9873221, 47.4594624]"
682,Polygon,swimming_pool,"[19.0360065, 47.4508386]"
683,Polygon,dog_park,"[19.0542618, 47.5243971]"
684,Polygon,nature_reserve,"[19.0327691, 47.4055907]"
685,Polygon,playground,"[19.0243633, 47.5215509]"
686,Polygon,pitch,"[19.0240285, 47.5212584]"
687,Polygon,pitch,"[19.0809311, 47.5626208]"
688,Polygon,playground,"[19.0454795, 47.4721588]"
689,Polygon,park,"[19.0266899, 47.475237]"
690,Polygon,pitch,"[19.0795307, 47.5754757]"
691,Polygon,pitch,"[19.0788227, 47.5746156]"
692,Polygon,pitch,"[19.0788564, 47.5747845]"
693,Polygon,pitch,"[19.0795733, 47.5757959]"
694,Polygon,pitch,"[19.078413, 47.5753901]"
695,Polygon,pitch,"[19.0795068, 47.5753264]"
696,Polygon,pitch,"[19.0794227, 47.5747117]"
697,Polygon,pitch,"[19.0795494, 47.5756465]"
698,Polygon,pitch,"[19.0790974, 47.5741175]"
699,Polygon,pitch,"[19.0793785, 47.5743283]"
700,Polygon,sports_centre,"[19.0665984, 47.5515739]"
701,Polygon,sports_centre,"[19.0667692, 47.5521698]"
702,Polygon,park,"[19.2149549, 47.4447023]"
703,Polygon,park,"[19.0509884, 47.4792814]"
704,Polygon,pitch,"[18.9535344, 47.4866942]"
705,Polygon,pitch,"[18.9584333, 47.4916495]"
706,Polygon,park,"[19.0391054, 47.4293919]"
707,Polygon,swimming_pool,"[19.1274215, 47.5213926]"
708,Polygon,dog_park,"[19.0490441, 47.517103]"
709,Polygon,pitch,"[19.0373016, 47.4388441]"
710,Polygon,park,"[19.0474862, 47.4754324]"
711,Polygon,park,"[19.0234799, 47.427979]"
712,Polygon,park,"[18.9860158, 47.3908473]"
713,Polygon,park,"[18.9326966, 47.3570401]"
714,Polygon,playground,"[18.9145067, 47.4604251]"
715,Polygon,park,"[19.0427158, 47.4934286]"
716,Polygon,park,"[19.0392048, 47.494374]"
717,Polygon,fitness_station,"[19.0254952, 47.5026386]"
718,Polygon,playground,"[19.0610393, 47.5255632]"
719,Polygon,dog_park,"[19.0609567, 47.5252722]"
720,Polygon,playground,"[19.0607473, 47.5257448]"
721,Polygon,park,"[19.0534969, 47.5229642]"
722,Polygon,park,"[19.1847124, 47.4609991]"
723,Polygon,park,"[18.9220832, 47.3219452]"
724,Polygon,park,"[18.9329806, 47.3195287]"
725,Polygon,park,"[18.9339316, 47.3270181]"
726,Polygon,track,"[18.9327229, 47.3262271]"
727,Polygon,park,"[18.9147279, 47.3239074]"
728,Polygon,park,"[18.9141093, 47.3239523]"
729,Polygon,playground,"[19.3058083, 47.4574735]"
730,Polygon,pitch,"[19.3059132, 47.4574147]"
731,Polygon,sports_centre,"[19.0705628, 47.5237245]"
732,Polygon,sports_centre,"[19.070125, 47.5241137]"
733,Polygon,pitch,"[19.06849, 47.5218921]"
734,Polygon,park,"[19.1758164, 47.5246117]"
735,Polygon,park,"[19.1785328, 47.5320668]"
736,Polygon,park,"[19.1787468, 47.5318355]"
737,Polygon,sports_centre,"[19.2345158, 47.4790402]"
738,Polygon,sports_centre,"[19.0439291, 47.520241]"
739,Polygon,garden,"[19.0411743, 47.4798351]"
740,Polygon,playground,"[18.9295011, 47.4285837]"
741,Polygon,pitch,"[19.3925385, 47.5336636]"
742,Polygon,dog_park,"[19.0668974, 47.5281932]"
743,Polygon,park,"[19.05703, 47.5287741]"
744,Polygon,stadium,"[19.058234, 47.5339869]"
745,Polygon,park,"[19.0577216, 47.5363398]"
746,Polygon,sports_centre,"[19.057774, 47.5352729]"
747,Polygon,pitch,"[19.0576072, 47.5328123]"
748,Polygon,pitch,"[19.0576847, 47.5349336]"
749,Polygon,swimming_pool,"[19.0574662, 47.5338578]"
750,Polygon,park,"[19.05679, 47.5252798]"
751,Polygon,pitch,"[19.0580454, 47.5337238]"
752,Polygon,swimming_pool,"[19.0574987, 47.5339554]"
753,Polygon,pitch,"[19.057159, 47.5329713]"
754,Polygon,pitch,"[19.0578173, 47.5327632]"
755,Polygon,pitch,"[19.0570222, 47.5326618]"
756,Polygon,park,"[19.0571689, 47.5335351]"
757,Polygon,park,"[19.0580812, 47.5315131]"
758,Polygon,pitch,"[19.0614901, 47.5362234]"
759,Polygon,park,"[19.0600415, 47.5262314]"
760,Polygon,park,"[19.0602488, 47.5272661]"
761,Polygon,park,"[19.0611811, 47.5360766]"
762,Polygon,playground,"[19.0604656, 47.5309351]"
763,Polygon,playground,"[18.9391756, 47.5473347]"
764,Polygon,pitch,"[18.9392592, 47.5475158]"
765,Polygon,park,"[18.9397415, 47.5500954]"
766,Polygon,park,"[18.9435424, 47.5453417]"
767,Polygon,park,"[18.9416656, 47.5488304]"
768,Polygon,park,"[18.9429588, 47.5493286]"
769,Polygon,pitch,"[18.9401388, 47.5472967]"
770,Polygon,sports_centre,"[19.0065985, 47.4453203]"
771,Polygon,playground,"[19.028708, 47.4388808]"
772,Polygon,pitch,"[19.0068301, 47.4456808]"
773,Polygon,pitch,"[19.0065679, 47.4451578]"
774,Polygon,pitch,"[19.0076452, 47.4449871]"
775,Polygon,pitch,"[19.0089447, 47.4448112]"
776,Polygon,pitch,"[18.9352542, 47.5971923]"
777,Polygon,sports_centre,"[18.9343796, 47.5975613]"
778,Polygon,pitch,"[18.9360701, 47.5979901]"
779,Polygon,garden,"[19.0518396, 47.4924237]"
780,Polygon,playground,"[19.0868742, 47.4887083]"
781,Polygon,park,"[19.0910492, 47.488942]"
782,Polygon,playground,"[19.0796386, 47.5180895]"
783,Polygon,pitch,"[19.0656035, 47.4862428]"
784,Polygon,playground,"[19.0658614, 47.4860395]"
785,Polygon,playground,"[19.0659337, 47.4863013]"
786,Polygon,sports_centre,"[19.0958673, 47.5050866]"
787,Polygon,pitch,"[19.0942599, 47.5062411]"
788,Polygon,pitch,"[19.0550136, 47.4720528]"
789,Polygon,pitch,"[19.0549613, 47.4720011]"
790,Polygon,pitch,"[19.0582304, 47.4738256]"
791,Polygon,pitch,"[19.0293447, 47.6411957]"
792,Polygon,track,"[19.0292523, 47.6412821]"
793,Polygon,pitch,"[19.133421, 47.5198561]"
794,Polygon,pitch,"[19.1321836, 47.5200811]"
795,Polygon,park,"[19.0310159, 47.6345347]"
796,Polygon,pitch,"[19.0589663, 47.6156332]"
797,Polygon,pitch,"[19.0537436, 47.5996935]"
798,Polygon,pitch,"[19.3643216, 47.4346494]"
799,Polygon,pitch,"[19.365004, 47.4346327]"
800,Polygon,pitch,"[19.0758605, 47.5512222]"
801,Polygon,pitch,"[19.0626279, 47.5447517]"
802,Polygon,park,"[19.031751, 47.4200304]"
803,Polygon,park,"[19.0529258, 47.5983488]"
804,Polygon,playground,"[19.0866592, 47.5089622]"
805,Polygon,pitch,"[19.085783, 47.5086173]"
806,Polygon,playground,"[19.0866407, 47.5097236]"
807,Polygon,park,"[19.0939263, 47.5641723]"
808,Polygon,pitch,"[19.0148234, 47.5113683]"
809,Polygon,park,"[19.0917626, 47.5635971]"
810,Polygon,pitch,"[19.0888051, 47.5637587]"
811,Polygon,park,"[19.0976785, 47.5650347]"
812,Polygon,pitch,"[18.9830632, 47.5093871]"
813,Polygon,sports_centre,"[18.9835701, 47.5097666]"
814,Polygon,pitch,"[18.898033, 47.4438555]"
815,Polygon,pitch,"[18.8990702, 47.4439208]"
816,Polygon,pitch,"[19.0803554, 47.5477833]"
817,Polygon,pitch,"[19.0779391, 47.5539104]"
818,Polygon,sports_centre,"[19.0895496, 47.5038006]"
819,Polygon,park,"[19.0433433, 47.5344974]"
820,Polygon,park,"[19.0430628, 47.5335158]"
821,Polygon,park,"[19.043542, 47.5333848]"
822,Polygon,sports_centre,"[19.1384957, 47.4819183]"
823,Polygon,park,"[19.1320123, 47.4878802]"
824,Polygon,park,"[19.0511726, 47.5985709]"
825,Polygon,park,"[19.0513283, 47.5998405]"
826,Polygon,park,"[19.0512989, 47.5998644]"
827,Polygon,pitch,"[18.9420848, 47.5261257]"
828,Polygon,playground,"[19.0377134, 47.4645388]"
829,Polygon,playground,"[19.0384549, 47.4642152]"
830,Polygon,pitch,"[18.9364979, 47.394301]"
831,Polygon,sports_centre,"[19.3648007, 47.5918422]"
832,Polygon,swimming_pool,"[19.3641702, 47.5915179]"
833,Polygon,sports_centre,"[19.3649887, 47.591699]"
834,Polygon,sports_centre,"[19.3599873, 47.5952585]"
835,Polygon,track,"[19.3585562, 47.596821]"
836,Polygon,park,"[19.3417157, 47.4869347]"
837,Polygon,park,"[19.0188958, 47.489376]"
838,Polygon,dog_park,"[19.0200265, 47.4900399]"
839,Polygon,playground,"[18.8857328, 47.5795364]"
840,Polygon,park,"[19.1684871, 47.5164218]"
841,Polygon,park,"[19.0159643, 47.4749628]"
842,Polygon,playground,"[19.0337885, 47.4284609]"
843,Polygon,pitch,"[19.0449864, 47.525047]"
844,Polygon,pitch,"[19.0442027, 47.5252117]"
845,Polygon,pitch,"[19.0445749, 47.5251362]"
846,Polygon,pitch,"[19.0439715, 47.525615]"
847,Polygon,track,"[18.8653992, 47.576951]"
848,Polygon,track,"[18.8652976, 47.5768127]"
849,Polygon,park,"[19.0385705, 47.5329298]"
850,Polygon,pitch,"[19.0644015, 47.4808758]"
851,Polygon,pitch,"[19.1010755, 47.4906574]"
852,Polygon,pitch,"[19.0396265, 47.4410553]"
853,Polygon,water_park,"[19.0998172, 47.4086081]"
854,Polygon,sports_centre,"[19.1260911, 47.5213892]"
855,Polygon,water_park,"[19.0501233, 47.5761539]"
856,Polygon,pitch,"[19.0267149, 47.4214637]"
857,Polygon,stadium,"[19.0275788, 47.4221858]"
858,Polygon,pitch,"[19.0258033, 47.4222946]"
859,Polygon,pitch,"[19.0251417, 47.4216688]"
860,Polygon,pitch,"[19.0256121, 47.421611]"
861,Polygon,pitch,"[19.0265333, 47.4214769]"
862,Polygon,pitch,"[19.0286645, 47.4221875]"
863,Polygon,playground,"[19.0308281, 47.4175401]"
864,Polygon,playground,"[19.0338423, 47.4134341]"
865,Polygon,park,"[19.1198031, 47.5625373]"
866,Polygon,sports_centre,"[19.1232614, 47.5042625]"
867,Polygon,swimming_pool,"[19.0680828, 47.5948978]"
868,Polygon,pitch,"[19.0692049, 47.4282317]"
869,Polygon,pitch,"[19.0688423, 47.4277429]"
870,Polygon,pitch,"[18.9060955, 47.6243238]"
871,Polygon,pitch,"[19.017697, 47.5080804]"
872,Polygon,pitch,"[19.053113, 47.5971643]"
873,Polygon,pitch,"[19.1234419, 47.5029644]"
874,Polygon,pitch,"[19.0461986, 47.5427516]"
875,Polygon,pitch,"[19.0459994, 47.5433406]"
876,Polygon,pitch,"[19.0452432, 47.5428385]"
877,Polygon,pitch,"[19.115122, 47.5091941]"
878,Polygon,pitch,"[19.1159762, 47.5105697]"
879,Polygon,pitch,"[19.1163858, 47.5102305]"
880,Polygon,pitch,"[19.1146109, 47.5111914]"
881,Polygon,pitch,"[19.1170556, 47.5094237]"
882,Polygon,pitch,"[19.1167198, 47.5087333]"
883,Polygon,pitch,"[19.1160619, 47.5092856]"
884,Polygon,pitch,"[19.1157161, 47.510787]"
885,Polygon,sports_centre,"[19.1163986, 47.5096084]"
886,Polygon,pitch,"[19.1293716, 47.5070583]"
887,Polygon,pitch,"[19.1184528, 47.5126016]"
888,Polygon,pitch,"[19.0491931, 47.598779]"
889,Polygon,pitch,"[19.1004344, 47.5329379]"
890,Polygon,pitch,"[19.1095467, 47.535681]"
891,Polygon,pitch,"[19.1027874, 47.5306025]"
892,Polygon,pitch,"[19.1068689, 47.5369639]"
893,Polygon,pitch,"[19.1052084, 47.5328436]"
894,Polygon,pitch,"[19.1000605, 47.5325949]"
895,Polygon,swimming_pool,"[19.037323, 47.5198813]"
896,Polygon,pitch,"[19.1257164, 47.5291819]"
897,Polygon,pitch,"[19.1254293, 47.5293767]"
898,Polygon,playground,"[19.0716084, 47.4291036]"
899,Polygon,dog_park,"[19.073721, 47.5322273]"
900,Polygon,pitch,"[19.1215703, 47.5251016]"
901,Polygon,pitch,"[19.1207277, 47.5242941]"
902,Polygon,park,"[19.045423, 47.6232059]"
903,Polygon,pitch,"[19.0286922, 47.6314853]"
904,Polygon,swimming_pool,"[19.049304, 47.4804095]"
905,Polygon,park,"[19.0408561, 47.5963754]"
906,Polygon,playground,"[19.0373062, 47.4347184]"
907,Polygon,swimming_pool,"[19.0531778, 47.5755913]"
908,Polygon,swimming_pool,"[19.0531513, 47.5751418]"
909,Polygon,swimming_pool,"[19.052325, 47.5753259]"
910,Polygon,playground,"[19.251729, 47.4817392]"
911,Polygon,park,"[19.0453549, 47.5385246]"
912,Polygon,park,"[19.0453597, 47.5386949]"
913,Polygon,park,"[19.0455836, 47.5385399]"
914,Polygon,park,"[19.0455747, 47.5386581]"
915,Polygon,dog_park,"[19.0336276, 47.4662244]"
916,Polygon,playground,"[19.0296926, 47.4668018]"
917,Polygon,park,"[19.0526121, 47.5195018]"
918,Polygon,park,"[19.2370932, 47.4811478]"
919,Polygon,playground,"[19.2368443, 47.4805827]"
920,Polygon,track,"[19.1433736, 47.5121664]"
921,Polygon,track,"[19.1479988, 47.5078154]"
922,Polygon,track,"[19.1481453, 47.5071207]"
923,Polygon,track,"[19.0209057, 47.4752594]"
924,Polygon,pitch,"[19.1039997, 47.5125305]"
925,Polygon,fitness_station,"[19.0310774, 47.4666241]"
926,Polygon,swimming_pool,"[18.9691605, 47.4556849]"
927,Polygon,swimming_pool,"[18.9693633, 47.4553251]"
928,Polygon,track,"[18.9709515, 47.4568244]"
929,Polygon,pitch,"[18.9709155, 47.4565655]"
930,Polygon,sports_centre,"[18.9689209, 47.4561943]"
931,Polygon,playground,"[19.0688007, 47.4289517]"
932,Polygon,pitch,"[19.2352306, 47.4797087]"
933,Polygon,pitch,"[19.2351295, 47.4794816]"
934,Polygon,park,"[19.0687663, 47.4283449]"
935,Polygon,park,"[18.9704301, 47.4705488]"
936,Polygon,garden,"[19.0487588, 47.5275758]"
937,Polygon,playground,"[19.0696695, 47.5451118]"
938,Polygon,pitch,"[19.1448477, 47.5039043]"
939,Polygon,swimming_pool,"[19.0461085, 47.5278673]"
940,Polygon,swimming_pool,"[19.045492, 47.5271045]"
941,Polygon,swimming_pool,"[19.046195, 47.5282072]"
942,Polygon,swimming_pool,"[19.0425975, 47.5222921]"
943,Polygon,park,"[19.0703022, 47.4702841]"
944,Polygon,playground,"[19.069951, 47.4726803]"
945,Polygon,playground,"[19.0642781, 47.4813332]"
946,Polygon,sports_centre,"[19.0218017, 47.490104]"
947,Polygon,playground,"[18.9446355, 47.4622588]"
948,Polygon,playground,"[19.0354627, 47.4673121]"
949,Polygon,park,"[19.072035, 47.5013481]"
950,Polygon,dog_park,"[19.0716886, 47.5012944]"
951,Polygon,playground,"[19.0716653, 47.5021322]"
952,Polygon,playground,"[18.9388421, 47.4562817]"
953,Polygon,playground,"[18.9761055, 47.4817167]"
954,Polygon,pitch,"[19.0372926, 47.5330829]"
955,Polygon,pitch,"[19.0278744, 47.5408283]"
956,Polygon,pitch,"[19.0342204, 47.54227]"
957,Polygon,playground,"[19.0637287, 47.6155892]"
958,Polygon,sports_centre,"[19.0630226, 47.6151213]"
959,Polygon,park,"[19.0415331, 47.5327528]"
960,Polygon,park,"[19.0400787, 47.4747065]"
961,Polygon,sports_centre,"[19.0223789, 47.5117038]"
962,Polygon,playground,"[19.0219189, 47.5135852]"
963,Polygon,playground,"[19.0246183, 47.5106979]"
964,Polygon,playground,"[19.026088, 47.5111089]"
965,Polygon,sports_centre,"[19.333446, 47.5995382]"
966,Polygon,park,"[19.3284384, 47.5979667]"
967,Polygon,park,"[19.3486802, 47.5976835]"
968,Polygon,pitch,"[19.3385948, 47.5983433]"
969,Polygon,playground,"[18.9646856, 47.4585633]"
970,Polygon,playground,"[19.0413934, 47.4692624]"
